ID_Review,Platform,Nama_Hotel,Review_Date,Text_Review,Kenyamanan,Kebersihan,Pelayanan,Harga,Lokasi,Fasilitas,Makanan,Alasan_Kenyamanan,Alasan_Kebersihan,Alasan_Pelayanan,Alasan_Harga,Alasan_Lokasi,Alasan_Fasilitas,Alasan_Makanan,split
12730,Traveloka,Hotel Santika Mega City Bekasi,11/7/2018,sabun mandi dan sampo mandi tidak disediakan pada saat saya check-in. dan saya menelepon cs untuk memintanya tapi tidak kunjung tiba sampai saya cekout.,none,none,negatif,none,none,negatif,none,,,sabun mandi dan sampo mandi tidak disediakan. saya menelepon cs tapi tidak kunjung tiba,,,sabun mandi dan sampo mandi tidak disediakan,,train
12731,Traveloka,Hotel Santika Mega City Bekasi,11/7/2018,hotelnya strategis sekali hanya beberapa langkah ke pusat perbelanjaan. fasilitas lengkap dan kenyamanannya real bukan palausun.,positif,none,none,none,positif,positif,none,kenyamanannya real,,,,hotelnya strategis sekali hanya beberapa langkah ke pusat perbelanjaan,fasilitas lengkap,,train
12732,Traveloka,Hotel Santika Mega City Bekasi,11/7/2018,"saya memesan 2 kamar superior untuk keluarga, dan mereka meningkatkan kamar saya menjadi mewah dengan balkon, dan layanan makanan dan tempat sangat baik! direkomendasikan",none,none,positif,none,none,none,positif,,,layanan makanan dan tempat sangat baik,,,,layanan makanan dan tempat sangat baik,train
12733,Traveloka,Hotel Santika Mega City Bekasi,11/7/2018,"overall menginap disini baik, walau sebenarnya request non smoking tapi malah dikasih smoking room. karena sudah cape naik turun tidak sudah tidak apa. ada beberapa hal sepele dari housekeeping yang mungkin perlu diperhatikan seperti bungkus gula yang sudah terbuka dan tidak dibuang, lalu untuk di laporkan ke engineering seperti safe deposit box yang mati, hanger handuk yang copot (tidak bisa dipakai untuk menggantung). overall kamar dan menu makanan oke-oke saja.",none,negatif,negatif,none,none,negatif,none,,bungkus gula yang sudah terbuka dan tidak dibuang,request non smoking tapi malah dikasih smoking room,,,"safe deposit box yang mati, hanger handuk yang copot",,train
12734,Traveloka,Hotel Santika Mega City Bekasi,11/7/2018,"tempat dan layanan bagus, tempat nyaman di kota bekasi",positif,none,positif,none,none,none,none,tempat nyaman,,layanan bagus,,,,,train
12735,Traveloka,Hotel Santika Mega City Bekasi,11/7/2018,hotel yang nyaman dan pelayanan yang ramah.,positif,none,positif,none,none,none,none,hotel yang nyaman,,pelayanan yang ramah,,,,,train
12736,Traveloka,Hotel Santika Mega City Bekasi,11/7/2018,hotel yang nyaman menyatu dengan mal bekasi.,positif,none,none,none,positif,none,none,hotel yang nyaman,,,,menyatu dengan mal bekasi,,,train
12737,Traveloka,Hotel Santika Mega City Bekasi,11/7/2018,"lift: lift hotel sama mall sama. jadi ngantri lama banget. harusnya di buat lift hotel sendiri yang langsung ngarah ke lantai 5(lantai hotel). check in: proses cepat. saya check in jam 13. 00. petugas security front office nya ramah dan sopan. saat menginap tidak pakai deposit. kamar (607 superior): (+)pemandangan luar kamar tempat duduk taman, air conditioner dingin, saluran televisi mulus, kamar bersih, kamar mandi bersih, air panas ada. (-) kamar terbilang kecil, tidak ada kulkas, kasur bunyi karna kaki kakinya tidak rata. sarapan: kayaknya kecewa banget. dateng jam 8 posisi sudah rame. makanan sudah pada kosong, padahal petugas banyak. tapi tidak sigap buat nge refil.",negatif,positif,positif,none,none,negatif,negatif,kamar terbilang kecil. kasur bunyi,"kamar bersih, kamar mandi bersih",petugas security front office nya ramah dan sopan. proses cepat,,,lift hotel sama mall sama. jadi ngantri lama banget. tidak ada kulkas,sarapan: dateng jam 8 posisi sudah rame. makanan sudah pada kosong,train
12738,Traveloka,Hotel Santika Mega City Bekasi,11/7/2018,"lumayan dengan harga segitu, next mau coba yang premier.",none,none,none,netral,none,none,none,,,,lumayan dengan harga segitu,,,,test
12739,Traveloka,Hotel Santika Mega City Bekasi,11/7/2018,hotel dekat dengan pintu toll dan satu gedung dengan mal jadi tak perlu kemana-mana lagi.,none,none,none,none,positif,none,none,,,,,hotel dekat dengan pintu toll dan satu gedung dengan mal,,,train
12740,Traveloka,Hotel Santika Mega City Bekasi,11/7/2018,"lokasi hotel yang berada di mega mal bekasi membuat saya tidak perlu keluar untuk sekedar makan atau jalan-jalan. tinggal turun 1 lantai sudah ada food court mal, fasilitas mal juga terbilang lengkap, kamar bersih dan nyaman, pelayanan pun baik. makanan hotel juga sesuai selera saya.",positif,positif,positif,none,positif,none,positif,kamar bersih dan nyaman,kamar bersih,pelayanan pun baik,,lokasi hotel yang berada di mega mal bekasi,,makanan hotel juga sesuai selera saya,train
12741,Traveloka,Hotel Santika Mega City Bekasi,11/7/2018,"room service, pesan mie goreng minyak sisanya banyak sekali, sampai saya buang minyaknya di wastafel, lalu besoknya order soto ayam rasanya asin, aduh ampun.",none,none,none,none,none,none,negatif,,,,,,,pesan mie goreng minyak sisanya banyak sekali. soto ayam rasanya asin,test
12742,Traveloka,Hotel Santika Mega City Bekasi,10/31/2018,"enak dekat mal, cari apa apa gampang.",none,none,none,none,positif,none,none,,,,,"enak dekat mal, cari apa apa gampang",,,train
12743,Traveloka,Hotel Santika Mega City Bekasi,10/31/2018,saya senang banget dengan pelayanan yang super bagus. tas saya ketinggalan dan dipermudah untuk mengambilnya. kamar mandi bersih tempat tidur pun wangi. breakfast dengan menu tradisionalnya enak-enak semua.,positif,positif,positif,none,none,none,positif,kamar mandi bersih tempat tidur pun wangi,kamar mandi bersih,pelayanan yang super bagus. tas saya ketinggalan dan dipermudah untuk mengambilnya,,,,breakfast dengan menu tradisionalnya enak-enak semua,train
12744,Traveloka,Hotel Santika Mega City Bekasi,10/31/2018,"hotel yang pas buat menginap dalam rangka weekend maupun kegiatan lain, karena dekat dengan gerbang tol sehingga memudahkan akses apabila akan pergi ke tempat lain. bagi yang suka belanja di sini telah tersedia tempat belanja untuk keperluan sehari-hari (giant) maupun untuk tempat untuk sekedar nongkrong, kalau bosan bisa nonton film di xxi.",none,none,none,none,positif,none,none,,,,,dekat dengan gerbang tol. tersedia tempat belanja (giant) dan xxi,,,test
12745,Traveloka,Hotel Santika Mega City Bekasi,10/31/2018,"sudah menyenangkan untuk menginap di santika mega bekasi, saya mendapat kamar yang nyaman dan juga hotel ini membuat sudut sofa dengan menggunakan ruang kecil di kamar tetapi sangat terjangkau. dan itu juga terhubung ke mal dan membuat saya lebih mudah untuk membeli barang. pelayanan yang baik dan tempat yang direkomendasikan untuk menginap",positif,none,positif,positif,positif,none,none,kamar yang nyaman,,pelayanan yang baik,sangat terjangkau,terhubung ke mal,,,train
12746,Traveloka,Hotel Santika Mega City Bekasi,10/31/2018,"pelayanan staf front liner sangat ramah. fasilitas kamar juga cukup bagus. hanya saja pas kamar minta dibersihkan fasilitas (seperti teh gula dan handuk tangan) tidak disediakan dan kami harus meminta terlebih dahulu. dikarenakan kami satu lantai dengan ballroom, suasana sangat ribut ditambah staf hotel juga tidak bisa menjada situasi agar tenang. di tengah malam mereka ketawa keras seakan di lantai itu tidak ada tamu yang menginap. untuk makanan, kurang variasi dan staf restoran pun tidak cekatan saat makanan sudah habis dan harus tamu yang meminta untuk drefill.",negatif,none,negatif,none,none,positif,negatif,suasana sangat ribut. di tengah malam mereka ketawa keras,,pelayanan staf front liner sangat ramah. staf restoran tidak cekatan,,,fasilitas kamar juga cukup bagus,"makanan, kurang variasi",test
12747,Traveloka,Hotel Santika Mega City Bekasi,10/31/2018,"kamar persis seperti di foto, sarapan banyak variasi dan lezat. mau cari makan pun mudah karena hanya turun lift sudah sampai mal, air conditioner dingin, kamar mandi bersih.",positif,positif,none,none,positif,none,positif,air conditioner dingin,kamar mandi bersih,,,mau cari makan pun mudah karena hanya turun lift sudah sampai mal,,sarapan banyak variasi dan lezat,train
12748,Traveloka,Hotel Santika Mega City Bekasi,10/31/2018,"kamarnya besar, nyaman pelayanan memuaskan lain waktu pasti akan menginap disana lagi.",positif,none,positif,none,none,none,none,"kamarnya besar, nyaman",,pelayanan memuaskan,,,,,test
12749,Traveloka,Hotel Santika Mega City Bekasi,10/31/2018,"kamar baik sesuai dengan gambar, tapi wifinya agak kurang baik.",none,none,none,none,none,negatif,none,,,,,,wifinya agak kurang baik,,validation
12750,Traveloka,Hotel Santika Mega City Bekasi,10/31/2018,"kamar sesuai deskripsi, bersih dan cukup luas. pelayanan ramah dan breakfast variatif. semoga kedepannya bisa ada tambahan kulkas untuk kamar deluxe.",positif,positif,positif,none,none,negatif,positif,"kamar sesuai deskripsi, bersih dan cukup luas","kamar sesuai deskripsi, bersih",pelayanan ramah,,,semoga kedepannya bisa ada tambahan kulkas untuk kamar deluxe,breakfast variatif,validation
12751,Traveloka,Hotel Santika Mega City Bekasi,10/31/2018,"bagus, nyaman, suasananya juga nyaman. pelayanan ramah.",positif,none,positif,none,none,none,none,"bagus, nyaman, suasananya juga nyaman",,pelayanan ramah,,,,,train
12752,Traveloka,Hotel Santika Mega City Bekasi,10/31/2018,"kamar nyaman dan bersih, sarapan bervariasi, staf hotel ramah dan menyenangkan",positif,positif,positif,none,none,none,positif,kamar nyaman,kamar nyaman dan bersih,staf hotel ramah dan menyenangkan,,,,sarapan bervariasi,train
12753,Traveloka,Hotel Santika Mega City Bekasi,10/31/2018,"sarapannya enak, jalan masuk agak berliku. kalau tidak bawa kendaraan pribadi musti masuk mal dulu.",none,none,none,none,negatif,none,positif,,,,,jalan masuk agak berliku. kalau tidak bawa kendaraan pribadi musti masuk mal dulu,,sarapannya enak,validation
12754,Traveloka,Hotel Santika Mega City Bekasi,10/31/2018,"sangat memuaskan, sarapan enak dan variant.",none,none,none,none,none,none,positif,,,,,,,sarapan enak dan variant,validation
12755,Traveloka,Hotel Santika Mega City Bekasi,10/24/2018,"kamar nya bersih, seperti biasa, saya sudah nginap 2 x di santika mega bekasi, dan beberapa kali nginap di santika harapan indah. menurut saya selalu menyenangkan untuk bisa menginap di santika hotel, karena tatanan kamar yang chic begitu juga dengan segala faslitas yang ada, seperti pool, ruang fitness, lobby. juga breakfast yang enak dan banyak variasinya. terima kasih santika hotel see you",none,positif,none,none,none,positif,positif,,kamar nya bersih,,,,"pool, ruang fitness, lobby",breakfast yang enak dan banyak variasinya,train
12756,Traveloka,Hotel Santika Mega City Bekasi,10/24/2018,hotel yang sangat lengkap menyatu dengan mal dan bioskop. lumayan tinggi naik 5 lantai parkir. ruangan bersih. breakfast bervariasi sayang rasanya kurang enak. biasa saja.,none,positif,none,none,positif,none,negatif,,ruangan bersih,,,menyatu dengan mal dan bioskop,,breakfast bervariasi sayang rasanya kurang enak,train
12757,Traveloka,Hotel Santika Mega City Bekasi,10/24/2018,"hotel bagus, sayangnya pintu akses keluar harus menuju lift mal, kalau mal sudah tutup jam 10 malam keluar harus lewat akses parkiran yang sangat jauh sekali.",none,none,none,none,negatif,none,none,,,,,"pintu akses keluar harus menuju lift mal, kalau mal sudah tutup keluar harus lewat akses parkiran yang sangat jauh",,,train
12758,Traveloka,Hotel Santika Mega City Bekasi,10/24/2018,"kamar nyaman, sarapan lengkap menunya, parkir luas, tempat strategis.",positif,none,none,none,positif,positif,positif,kamar nyaman,,,,tempat strategis,parkir luas,sarapan lengkap menunya,train
12759,Traveloka,Hotel Santika Mega City Bekasi,10/24/2018,overall baik karena berada di pusat kota.,none,none,none,none,positif,none,none,,,,,berada di pusat kota,,,test
12760,Traveloka,Hotel Santika Mega City Bekasi,10/24/2018,"lokasi strategis, hanya sayang breakfast kurang bervariasi.",none,none,none,none,positif,none,negatif,,,,,lokasi strategis,,breakfast kurang bervariasi,train
12761,Traveloka,Hotel Santika Mega City Bekasi,10/24/2018,"kamar bagus, berbagai sarapan, fasilitas bagus",positif,none,none,none,none,positif,positif,kamar bagus,,,,,fasilitas bagus,berbagai sarapan,train
12762,Traveloka,Hotel Santika Mega City Bekasi,10/24/2018,"entah kurang karyawan atau kebetulan full book. pas check-in nunggu sampai lama banget, karena kamar belum ready. padahal sudah waktunya check-in jam 2 siang. booking 2 kamar, yang 1 kamar baru bisa digunakan lebih dari jam 2 siang, dan yang 1 kamar lagi baru bisa di gunakan jam 6 sore, itu pun kita yang harus bolak/ik ke receptionis nanya kamarnya sudah ready atau belum.",none,none,negatif,none,none,none,none,,,pas check-in nunggu sampai lama banget. kamar baru bisa digunakan jam 6 sore,,,,,validation
12763,Traveloka,Hotel Santika Mega City Bekasi,10/24/2018,sangat memuaskan. kolam renangnya cukup bagus. sangat strategis karena berada di dalam mal.,none,none,none,none,positif,positif,none,,,,,sangat strategis karena berada di dalam mal,kolam renangnya cukup bagus,,validation
12764,Traveloka,Hotel Santika Mega City Bekasi,10/24/2018,"tempat strategis, sarapan enak, makanan mudah ditemukan",none,none,none,none,positif,none,positif,,,,,tempat strategis,,sarapan enak,train
12765,Traveloka,Hotel Santika Mega City Bekasi,10/24/2018,nyaman pantesan teman aku recommend hotel ini dia juga selalu booking kesitu bagus pokoknya next ke bekasi pasti pilih hotel santika mega lagi kalau ke bekasi.,positif,none,none,none,none,none,none,nyaman,,,,,,,train
12766,Traveloka,Hotel Santika Mega City Bekasi,10/24/2018,"pelayanan sungguh buruk. ingin mendapatkan bantuan parkir mobil harus ngotot-ngototan dengan security. kunci kamar tidak dapat diakses dan ketika mendapatkan kunci pengganti tidak juga dapat diakses dan kami dibiarkan dalam kamar yang gelap karena akses lias liangan liwi. ketika menelepon room service yang angkat telepon terdengar sedang mengunyah dan seperti terburu-buru. untuk kelas santika, hotel ini sungguh mengecewakan. satu hal lagi, ketika sudah mau tidur di pukil 22. 15 ada tamu lain tiba-tiba masuk dan di kartunya tertera nomor kamar yang sama dengan kamar kami.",none,none,negatif,none,none,negatif,none,,,pelayanan sungguh buruk. kunci kamar tidak dapat diakses. room service yang angkat telepon terdengar sedang mengunyah,,,kunci kamar tidak dapat diakses,,train
12767,Traveloka,Hotel Santika Mega City Bekasi,10/17/2018,"hotel ini berada di belakang mal, menyatu dengan mal, aksesnya melalui lift mal, jadi enak mau makan/ke supermarket gampang. bagi yang membawa mobil langsung dari pintu masuk lurus ke lantai 5, kalau motor parkir di mal (nanti minta voucher dari hotel, agar free parking) hotel dan kamar sesuai dengan di foto, saya dapat kamar 619, view gedung. bawahnya taman. air conditioner dingin, kamar bersih, lengkap dengan toiletries, cuma lantai kamar mandi kalau basah, licin banget jadi harus lebih hati-hati. sarapan tersedia dari jam 7-10, menu sarapan banyak, lengkap, bervariasi memuaskan banget sarapannya. wi-fi kamar sinyal kencang, tapi tidak kepakai, karena tulisan passw tidak kebaca, dan tidak connected.",negatif,positif,none,none,positif,netral,positif,"lantai kamar mandi kalau basah, licin banget",kamar bersih,,,"aksesnya melalui lift mal, jadi enak mau makan/ke supermarket gampang","wi-fi kamar sinyal kencang, tapi tidak kepakai","menu sarapan banyak, lengkap, bervariasi memuaskan banget",test
12768,Traveloka,Hotel Santika Mega City Bekasi,10/17/2018,"lokasi strategis, kamar bersih, kurangnya komunikasi antar pelayan, menanyakan hal yang sama kepada setiap pelayan dan jawabannya berbeda, sehingga membuat anda bingung harus mengikuti pelayan yang mana.",none,positif,negatif,none,positif,none,none,,kamar bersih,kurangnya komunikasi antar pelayan,,lokasi strategis,,,train
12769,Traveloka,Hotel Santika Mega City Bekasi,10/17/2018,untuk luas kamar sudah cukup sesuai dikelas nya. namun untuk pendingin udara kurang bekerja secara maksimal. kebersihan lantai kamar perlu ditingkatankan. untuk menu makanan breakfast enak.,negatif,negatif,none,none,none,none,positif,pendingin udara kurang bekerja secara maksimal,kebersihan lantai kamar perlu ditingkatankan,,,,,menu makanan breakfast enak,validation
12770,Traveloka,Hotel Santika Mega City Bekasi,10/17/2018,"sangat baik dan sangat memuaskan, berharap berkunjung lagi ke sana.",none,none,none,none,none,none,none,,,,,,,,train
12771,Traveloka,Hotel Santika Mega City Bekasi,10/17/2018,"lokasi strategis, dekat mal dan bioskop.",none,none,none,none,positif,none,none,,,,,"lokasi strategis, dekat mal dan bioskop",,,train
